																																																																																																		
																																																																																																		
																																4	2																																																																	
																																2	4																																																																	
																															5	8	10		4	2																																																														
																														3	6	4	3	3	7		2																																																													
																															5	6	2	6	5																																																															
																															2	4	9	5		3								3																																																						
																															2	3	13		7	4				4	4			2																																																						
																																	4		3	4							2	2																																																						
																														2				3	2				2																																																											
																															2																																																																			
																																																																																																		
																																																																																																		
																																																																																																		
																																																																																																		
																																																																																																		
																																																																																																		
																																																																																																		
																																																																																																		
																																																																																																		
																																																																																																		
																																																																																																		
																																																																																																		
																																																																																																		
																																																																																																		
																																																																																																		
																																																																																																		
																																																																																																		
																																																																																																		
																																																																																																		
																																																																																																		
																																																																																																		
																																																																																																		
																																																																																																		
																																																																																																		
																																																																																																		
																																																																																																		
																																																																																																		
																																																																																																		
																																																																																																		
																																																																																																		
																																																																																																		
																																																																																																		
																																																																																																		
																																																																																																		
																																																																																																		
																																																																																																		
																																																																																																		
																																																																																																		
																																																																																																		
																																																																																																		
																																																																																																		
																																																																																																		
																																																																																																		
																																																																																																		
																																																																																																		
																																																																																																		
																																																																																																		
																																																																																																		
																																																																																																		
																																																																																																		
																																																																																																		
																																																																																																		
																																																																																																		
																																																																																																		
																																																																																																		
																																																																																																		
																																																																																																		
																																																																																																		
																																																																																																		
																																																																																																		
																																																																																																		
																																																																																																		
																																																																																																		
																																																																																																		
																																																																																																		
																																																																																																		
																																																		2																																																
																																																			2																																															
																																																2		2	5																																															
																																																																																																		
																																																			5	2																																														
																																																				3																																														
																																																																																																		
																																																				3																																														
																																																																																																		
																																						2																																																												
																																																																																																		
																																						3	2																																																											
																																			2	2		4	4																																																											
																																			2	2	2		3																																																											
																																	2			2																																																														
																																																																																																		
																																																																																																		
																																																																																																		
																																																																																																		
																																																																																																		
																																																																																																		
																																																																																																		
																																																																																																		
																																																																																																		
																																																																																																		
																											2										3																																																													
																																					2																																																													
																																																																																																		
																																																																																																		
																																					2																																																													
																																																																																																		
																																					3																																																													
																																	4																																																																	
																																4																																																																		
																																	2	2			2																																																													
																																																																																																		
																																													2																																																					
																																																																																																		
																																												2																																																						
																																																																																																		
																																																																																																		
																												2																												3																																										
																																																							2																																											
																														2																								2																																												
																													2																									2																																												
																																																																																																		
																											2																																																																							
																																																																																																		
																																																																																																		
																										2																																																								2																
																														2																																																																				
																																																																																																		
																																													2																																																					
																																																																																																		
																																																																																																		
																																																																																																		
																																																																																																		
Max X: 32
Max Y: 188
Occurence#:13
